City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Lander,US,42.833,-108.7307,14.59,85,100,0.0,mist
348,Catamarca,AR,-28.4696,-65.7852,86.07,33,0,18.14,clear sky
349,Kozhva,RU,65.1073,57.0459,17.83,94,100,10.6,light snow
350,Sisimiut,GL,66.9395,-53.6735,18.27,89,100,10.98,overcast clouds
351,Manaure,CO,11.7751,-72.4445,79.38,83,86,11.1,overcast clouds
352,Andenes,NO,69.3143,16.1194,33.78,80,93,12.66,overcast clouds
353,Saint George,US,37.1041,-113.5841,42.94,45,0,1.99,clear sky
354,Zhoukou,CN,33.6333,114.6333,57.2,80,100,4.92,overcast clouds
355,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,17.27,scattered clouds
356,Russkaya Polyana,UA,49.417,31.9201,29.19,82,100,7.34,overcast clouds
357,Labuhan,ID,-6.8844,112.2051,83.88,66,100,6.69,overcast clouds
358,Mali,GN,12.079,-12.2982,60.4,31,100,1.34,overcast clouds
359,Coos Bay,US,43.3665,-124.2179,47.98,87,75,9.22,broken clouds
360,Kochki,RU,54.3358,80.4806,9.57,96,73,4.52,broken clouds
361,Maceio,BR,-9.6658,-35.7353,72.84,100,20,5.75,few clouds
362,Rocha,UY,-34.4833,-54.3333,60.13,90,88,2.51,overcast clouds
363,Geraldton,AU,-28.7667,114.6,66.61,52,75,24.16,light rain
364,Namatanai,PG,-3.6667,152.4333,84.97,60,33,8.7,scattered clouds
365,Benemerito De Las Americas,MX,16.5167,-90.6439,69.33,99,8,1.86,light rain
366,Bodden Town,KY,19.2833,-81.25,82.4,77,20,11.5,few clouds
367,Brae,GB,60.3964,-1.353,44.91,68,100,34.0,overcast clouds
368,Martapura,ID,-3.4167,114.85,75.29,100,40,3.44,moderate rain
369,Manaus,BR,-3.1019,-60.025,84.69,74,0,3.44,clear sky
370,Alekseyevsk,RU,57.8406,108.3492,14.85,92,100,8.3,light snow
371,Harlingen,US,26.1906,-97.6961,60.71,95,100,10.36,mist
372,Port Hardy,CA,50.6996,-127.4199,42.98,65,0,6.91,clear sky
373,Hovd,MN,48.0056,91.6419,19.94,32,27,6.02,scattered clouds
374,Cururupu,BR,-1.8283,-44.8683,75.06,90,8,3.87,clear sky
375,Matay,EG,28.419,30.7792,60.94,62,0,5.84,clear sky
376,Ancud,CL,-41.8697,-73.8203,58.23,96,100,4.79,overcast clouds
377,Yulara,AU,-25.2406,130.9889,86.41,40,65,23.02,broken clouds
378,Inhambane,MZ,-23.865,35.3833,73.38,83,20,4.61,few clouds
379,Namibe,AO,-15.1961,12.1522,69.33,84,89,4.97,overcast clouds
380,Aljezur,PT,37.3191,-8.8033,62.17,76,86,13.85,overcast clouds
381,Ketchikan,US,55.3422,-131.6461,32.47,86,0,3.51,clear sky
382,Narsaq,GL,60.9167,-46.05,17.82,95,100,1.5,light snow
383,Merauke,ID,-8.4667,140.3333,86.54,69,95,1.34,overcast clouds
384,Bilibino,RU,68.0546,166.4372,-27.51,100,90,1.66,overcast clouds
385,Kemijarvi,FI,66.7131,27.4306,14.99,87,13,2.53,few clouds
386,Minsk,BY,53.9,27.5667,20.95,92,100,10.56,light snow
387,Senlis,FR,49.25,2.6667,47.14,91,73,11.27,broken clouds
388,Lagos,NG,6.5833,3.75,79.12,90,67,0.45,light rain
389,Gananoque,CA,44.3334,-76.1661,27.91,69,11,5.77,few clouds
390,Black River,JM,18.0264,-77.8487,77.7,86,95,4.23,overcast clouds
391,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,16.11,few clouds
392,Jega,NG,12.2175,4.3792,71.08,29,1,8.39,clear sky
393,Nuuk,GL,64.1835,-51.7216,22.87,79,100,11.99,overcast clouds
394,Coffs Harbour,AU,-30.3,153.1333,69.76,52,75,10.36,broken clouds
395,Zhifang,CN,30.35,114.3167,57.18,67,99,5.95,overcast clouds
396,Makow Mazowiecki,PL,52.8649,21.1005,29.89,88,94,8.05,overcast clouds
397,Tabou,CI,4.423,-7.3528,77.56,83,30,6.22,light rain
398,Prnjavor,BA,44.8703,17.6628,47.46,91,100,3.47,light rain
399,Mumford,GH,5.2618,-0.759,78.06,80,74,3.76,broken clouds
400,Port Hedland,AU,-20.3167,118.5667,84.25,39,1,18.41,clear sky
401,Kalemie,CD,-5.9475,29.1947,68.52,90,100,5.14,light rain
402,Port Macquarie,AU,-31.4333,152.9167,67.89,53,41,14.99,scattered clouds
403,Bogovarovo,RU,58.9785,47.0246,16.83,77,6,8.19,clear sky
404,Den Helder,NL,52.9599,4.7593,48.18,89,75,13.0,broken clouds
405,Toyooka,JP,35.5333,134.8333,62.65,55,20,2.3,few clouds
406,Najran,SA,17.4924,44.1277,56.05,36,0,0.63,clear sky
407,Mogadishu,SO,2.0371,45.3438,78.93,84,6,9.48,clear sky
408,Hanna,CA,51.6334,-111.9018,3.85,76,83,3.0,broken clouds
409,Beloha,MG,-25.1667,45.05,69.04,86,0,3.0,clear sky
410,Panzhihua,CN,26.5851,101.7128,62.83,46,0,0.22,clear sky
411,Codrington,AU,-38.2667,141.9667,67.8,59,40,9.69,scattered clouds
412,Tuatapere,NZ,-46.1333,167.6833,56.86,87,99,3.78,overcast clouds
413,Klaeng,TH,12.7797,101.6483,87.94,82,100,2.44,overcast clouds
414,Makurdi,NG,7.7411,8.5121,75.38,58,75,2.66,broken clouds
415,Hondo,JP,32.45,130.2,63.75,60,73,6.78,broken clouds
416,Pangkalanbuun,ID,-2.6833,111.6167,78.33,90,100,3.11,light rain
417,Ayios Nikolaos,GR,38.4167,23.65,64.9,72,100,2.84,overcast clouds
418,Harper,LR,4.375,-7.7169,77.31,83,34,5.99,light rain
419,Coquimbo,CL,-29.9533,-71.3436,56.93,100,0,2.3,clear sky
420,Tahta,EG,26.7693,31.5021,60.64,55,48,5.84,scattered clouds
421,Tianpeng,CN,30.9866,103.9393,55.87,66,100,2.42,overcast clouds
422,Wagar,SD,16.1525,36.2032,75.65,65,2,8.81,clear sky
423,Ko Samui,TH,9.5357,99.9357,84.11,79,20,2.3,few clouds
424,Laem Sing,TH,12.4816,102.0738,89.96,100,96,2.39,overcast clouds
425,Duminichi,RU,53.9345,35.1099,22.03,85,99,8.86,overcast clouds
426,Charters Towers,AU,-20.1,146.2667,87.93,43,89,15.88,overcast clouds
427,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,46,0,2.24,clear sky
428,Vestmannaeyjar,IS,63.4427,-20.2734,45.28,87,100,18.48,overcast clouds
429,Guerrero Negro,MX,27.9769,-114.0611,63.36,63,5,6.13,clear sky
430,Sadiqabad,PK,28.3062,70.1307,70.5,28,3,5.01,clear sky
431,Khash,IR,28.2211,61.2158,57.9,52,94,3.8,overcast clouds
432,Chara,RU,56.9064,118.2631,14.16,78,76,1.07,broken clouds
433,San Pedro,PH,14.35,121.0167,86.36,81,75,9.22,light intensity shower rain
434,Lagoa,PT,39.05,-27.9833,60.35,56,42,6.67,scattered clouds
435,Pisco,PE,-13.7,-76.2167,63.01,82,0,11.5,clear sky
436,Severo-Yeniseyskiy,RU,60.3725,93.0408,-12.17,94,98,4.72,overcast clouds
437,Biloela,AU,-24.4167,150.5,85.64,23,16,7.38,few clouds
438,Raul Soares,BR,-20.1022,-42.4519,64.56,90,32,3.53,scattered clouds
439,Neiafu,TO,-18.65,-173.9833,81.28,78,40,6.91,scattered clouds
440,Palasbari,IN,26.1361,91.5486,73.45,94,20,2.3,mist
441,Kruisfontein,ZA,-34.0033,24.7314,60.89,72,100,1.32,overcast clouds
442,Bandarbeyla,SO,9.4942,50.8122,76.33,75,9,11.97,clear sky
443,Salimpur,IN,28.128,76.2766,65.97,29,0,3.4,clear sky
444,Lupeni,RO,45.3603,23.2383,42.15,84,93,1.36,overcast clouds
445,Nouakchott,MR,18.0858,-15.9785,75.13,34,0,11.97,clear sky
446,Salinopolis,BR,-0.6136,-47.3561,78.89,81,84,9.46,broken clouds
447,Aiquile,BO,-18.2041,-65.1807,59.29,64,12,2.19,few clouds
448,Camocim,BR,-2.9022,-40.8411,78.49,78,69,10.87,broken clouds
449,Laramie,US,41.3114,-105.5911,10.53,84,100,5.75,mist
450,North Adams,US,42.7009,-73.1087,33.33,62,100,10.36,overcast clouds
451,Turbiv,UA,49.3479,28.7212,27.32,97,100,3.04,light snow
452,San Rafael,AR,-34.6177,-68.3301,73.09,50,5,13.8,clear sky
453,Makakilo City,US,21.3469,-158.0858,80.92,69,0,11.5,clear sky
454,Mitsamiouli,KM,-11.3847,43.2844,75.49,83,20,9.22,few clouds
455,Sibiti,CG,-3.6819,13.3499,66.72,99,98,1.05,overcast clouds
456,Miles City,US,46.4083,-105.8406,11.37,72,100,19.57,overcast clouds
457,Lompoc,US,34.6391,-120.4579,53.74,89,0,1.01,clear sky
458,Sinfra,CI,6.6167,-5.9167,65.98,73,4,1.1,clear sky
459,Cay,TR,38.5917,31.0286,48.27,86,98,6.08,overcast clouds
460,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,18.93,85,98,8.46,overcast clouds
461,Esperanza,DO,19.5847,-70.9849,73.98,92,8,1.01,clear sky
462,Nishihara,JP,26.1842,127.7558,82.06,83,75,8.05,broken clouds
463,Lahat,ID,-3.8,103.5333,88.74,54,100,3.2,overcast clouds
464,Palmer,US,42.1584,-72.3287,35.46,60,40,8.05,scattered clouds
465,Vao,NC,-22.6667,167.4833,74.93,79,71,17.02,broken clouds
466,Hammerfest,NO,70.6634,23.6821,34.25,75,61,5.75,broken clouds
467,Diffa,NE,13.3154,12.6113,68.2,29,4,7.9,clear sky
468,Esso,RU,55.9333,158.7,11.21,92,63,3.8,broken clouds
469,Wanning,CN,18.8003,110.3967,81.45,75,14,10.78,few clouds
470,Pervomayskiy,RU,53.2485,40.2871,27.1,95,100,9.06,overcast clouds
471,Uberlandia,BR,-18.9186,-48.2772,72.61,64,0,8.05,clear sky
472,Ferkessedougou,CI,9.6,-5.2,67.3,33,22,1.63,few clouds
473,Paramonga,PE,-10.6667,-77.8333,63.59,88,85,6.87,overcast clouds
474,Acapulco,MX,16.8634,-99.8901,80.42,78,20,5.75,few clouds
475,Zonguldak,TR,41.25,31.8333,53.83,70,100,4.68,overcast clouds
476,Homer,US,59.6425,-151.5483,38.8,91,0,5.01,clear sky
477,Kichmengskiy Gorodok,RU,59.9816,45.7854,13.42,89,8,5.7,clear sky
478,Staropyshminsk,RU,56.9387,60.903,1.36,96,18,5.39,few clouds
479,Eastlake,US,41.6539,-81.4504,32.04,72,100,18.41,overcast clouds
480,Magdagachi,RU,53.45,125.8,20.97,77,51,3.78,broken clouds
481,Warrnambool,AU,-38.3833,142.4833,63.55,66,27,5.95,scattered clouds
482,Edson,CA,53.5835,-116.4356,15.94,62,75,4.61,broken clouds
483,Altay,CN,47.8667,88.1167,18.86,57,9,3.11,clear sky
484,College,US,64.8569,-147.8028,15.58,87,20,0.0,few clouds
485,Egvekinot,RU,66.3167,-179.1667,19.11,98,100,4.18,light snow
486,Sibolga,ID,1.7427,98.7792,81.43,77,100,4.03,overcast clouds
487,Taganak,PH,6.0833,118.3,89.74,79,56,2.95,broken clouds
488,Kano,NG,12.0001,8.5167,57.09,77,0,0.0,clear sky
489,Saint-Joseph,RE,-21.3667,55.6167,73.78,62,15,3.58,few clouds
490,Agadez,NE,19.75,10.25,60.04,22,14,8.81,few clouds
491,Sangar,RU,63.9242,127.4739,-5.94,97,100,10.51,light snow
492,Bandar-E Lengeh,IR,26.5579,54.8807,71.71,83,0,6.91,clear sky
493,Bonthe,SL,7.5264,-12.505,77.14,85,74,2.15,broken clouds
494,Sandata,RU,46.2708,41.7583,53.71,69,100,18.95,light rain
495,Jatai,BR,-17.8814,-51.7144,69.58,38,0,0.49,clear sky
496,Porto Novo,BJ,6.4965,2.6036,80.42,84,33,2.68,light rain
497,Lakselv,NO,70.0513,24.9718,24.62,93,33,17.27,scattered clouds
498,Morehead,US,37.2711,-87.1764,29.79,84,0,0.0,clear sky
499,Whitianga,NZ,-36.8333,175.7,64.36,93,71,11.68,light rain
500,Half Moon Bay,US,37.4636,-122.4286,57.11,67,0,14.97,clear sky
501,Grand Gaube,MU,-20.0064,57.6608,76.37,53,0,1.99,clear sky
502,Huilong,CN,31.8111,121.655,64.92,76,67,13.8,broken clouds
503,Ambovombe,MG,-25.1667,46.0833,73.65,76,93,3.56,overcast clouds
504,Gorlice,PL,49.6556,21.1604,34.97,97,99,4.52,snow
505,Oktyabrskiy,RU,54.4815,53.471,27.43,95,100,13.35,light snow
506,Bacolod,PH,10.6667,122.95,79.36,86,99,9.57,light rain
507,Issenye,TZ,-2.0,34.3333,64.45,90,99,2.68,overcast clouds
508,Verkhoyansk,RU,67.5447,133.385,-18.02,86,100,2.35,overcast clouds
509,Nyagan,RU,62.1406,65.3936,10.99,70,100,14.27,overcast clouds
510,Calamar,CO,10.2511,-74.9146,76.03,94,99,5.12,overcast clouds
511,Shingu,JP,33.7333,135.9833,62.53,53,0,4.63,clear sky
512,Conakry,GN,9.538,-13.6773,81.3,66,96,0.98,overcast clouds
513,Pinotepa Nacional,MX,16.3167,-98.0167,72.79,87,51,2.44,broken clouds
514,Santa Luzia,BR,-19.7697,-43.8514,68.9,64,0,5.75,clear sky
515,Kutum,SD,14.2,24.6667,57.63,34,0,5.5,clear sky
516,Labrea,BR,-7.2586,-64.7981,72.77,100,100,2.55,moderate rain
517,Cochrane,CA,51.1834,-114.4687,18.64,38,99,6.15,overcast clouds
518,Mount Gambier,AU,-37.8333,140.7667,73.09,41,100,9.26,overcast clouds
519,Yakeshi,CN,49.2833,120.7333,27.68,75,28,3.58,scattered clouds
520,Irece,BR,-11.3042,-41.8558,70.84,80,100,11.1,light rain
521,Tilichiki,RU,60.4667,166.1,3.76,95,31,7.05,scattered clouds
522,Arica,CL,-18.475,-70.3042,66.43,72,100,8.05,overcast clouds
523,Cascais,PT,38.6979,-9.4215,59.94,99,67,18.99,broken clouds
524,Semey,KZ,50.4111,80.2275,10.62,79,0,2.24,clear sky
525,Tautira,PF,-17.7333,-149.15,76.3,87,71,11.1,light rain
526,Moose Factory,CA,51.2585,-80.6094,17.6,86,100,6.91,overcast clouds
527,Leninskoye,KZ,41.7589,69.3864,46.8,50,100,5.12,overcast clouds
528,Wairoa,NZ,-39.0333,177.3667,67.55,87,94,5.01,overcast clouds
529,Marana,US,32.4367,-111.2254,60.06,31,100,4.61,overcast clouds
530,Karpogory,RU,64.0019,44.4451,17.92,91,100,7.16,overcast clouds
531,Allentown,US,40.6084,-75.4902,35.89,72,40,8.05,scattered clouds
532,Bayburt,TR,40.2589,40.2278,36.05,79,100,3.44,light rain
533,Dudinka,RU,69.4058,86.1778,1.62,92,100,28.25,light snow
534,Anchorage,US,61.2181,-149.9003,31.59,82,0,5.75,clear sky
535,Seoul,KR,37.5683,126.9778,60.37,44,0,2.3,clear sky
536,Fairview,US,40.8126,-73.999,39.42,61,75,10.36,broken clouds
537,Houma,US,29.5958,-90.7195,42.8,82,0,0.0,clear sky
538,Gao,ML,16.6362,1.637,66.07,17,3,11.25,clear sky
539,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.92,99,100,2.17,overcast clouds
540,Saint Anthony,US,45.0205,-93.218,24.75,81,100,18.41,overcast clouds
541,Panaba,MX,21.2833,-88.2667,73.06,90,49,9.95,light rain
542,Marystown,CA,47.1666,-55.1483,41.25,74,97,23.87,overcast clouds
543,Tingloy,PH,13.6609,120.8711,81.7,81,97,16.75,overcast clouds
544,Walvis Bay,NA,-22.9575,14.5053,59.09,94,99,9.22,overcast clouds
545,Debre Birhan,ET,9.6833,39.5333,45.86,65,0,4.7,clear sky
546,Price,US,39.5994,-110.8107,29.12,50,0,4.61,clear sky
547,Murray Bridge,AU,-35.1167,139.2667,72.12,37,100,12.41,overcast clouds
548,Monterotondo,IT,42.0525,12.6187,62.1,90,84,4.0,broken clouds
549,Moussoro,TD,13.6408,16.4901,70.97,22,1,10.65,clear sky
550,The Valley,AI,18.217,-63.0578,81.1,73,7,20.0,clear sky
551,Tateyama,JP,34.9833,139.8667,60.73,63,87,7.87,overcast clouds
552,Corn Island,NI,12.1694,-83.0418,82.8,77,100,15.28,overcast clouds
553,Cassilandia,BR,-19.1133,-51.7342,71.33,39,0,5.06,clear sky
554,Juneau,US,58.3019,-134.4197,34.21,100,40,0.0,fog
555,Yuxia,CN,34.0615,108.6291,54.21,68,100,4.9,overcast clouds
556,Lom Sak,TH,16.7798,101.2422,87.69,66,20,2.3,few clouds
557,Houston,US,29.7633,-95.3633,54.34,63,100,4.61,overcast clouds
558,Nanae,JP,41.8833,140.6833,48.43,71,75,2.3,broken clouds
559,Batagay,RU,67.6333,134.6333,-19.19,87,100,3.67,overcast clouds
560,Mahanje,TZ,-9.9333,35.3333,66.07,82,4,2.8,clear sky
561,Malanje,AO,-9.5402,16.341,61.29,91,100,1.57,overcast clouds
562,Lar,IN,26.2039,83.9717,72.3,35,0,4.0,clear sky
563,Mtimbira,TZ,-8.7833,36.35,72.79,86,66,0.67,broken clouds
564,Shahdadkot,PK,27.8477,67.9055,74.43,35,0,3.6,clear sky
565,Octeville,FR,49.6261,-1.6435,48.69,87,0,14.97,clear sky
566,Ciudad Bolivar,VE,8.1222,-63.5497,77.0,84,100,7.52,overcast clouds
567,Pokhara,NP,28.2333,83.9833,66.61,59,4,4.18,clear sky
568,Talcahuano,CL,-36.7167,-73.1167,60.48,82,0,12.66,clear sky
569,Shihezi,CN,44.3,86.0333,31.62,68,57,4.07,broken clouds
570,Sioux Lookout,CA,50.1001,-91.917,15.87,73,100,8.05,overcast clouds
571,Fastovetskaya,RU,45.9189,40.1589,52.66,75,100,29.46,light rain
572,Tonj,SS,7.2737,28.6822,72.64,41,18,1.66,few clouds
573,Tomatlan,MX,19.9333,-105.25,69.98,87,0,2.86,clear sky
574,Belaya Gora,RU,68.5333,146.4167,-17.91,97,100,4.18,overcast clouds
575,Riyadh,SA,24.6877,46.7219,60.94,27,73,4.72,broken clouds
576,Ust-Karsk,RU,52.7011,118.8077,27.28,69,100,2.06,overcast clouds
577,La Ronge,CA,55.1001,-105.2842,12.45,67,75,9.22,broken clouds
578,Hit,IQ,33.6416,42.8251,59.74,60,0,5.37,clear sky
579,Margate,GB,51.3813,1.3862,47.3,87,95,4.0,light rain
580,Gongzhuling,CN,43.5008,124.8198,39.34,61,4,3.22,clear sky
581,Gigmoto,PH,13.7796,124.39,81.09,87,94,12.26,overcast clouds
582,Vaitape,PF,-16.5167,-151.75,79.0,77,33,5.61,light rain
583,Chulman,RU,56.8479,124.9104,13.14,90,97,2.77,overcast clouds
584,Adre,TD,13.4667,22.2,63.5,31,6,10.07,clear sky
585,Dubbo,AU,-32.25,148.6167,71.73,35,40,5.75,scattered clouds
586,Hamilton,US,39.1834,-84.5333,30.97,74,100,8.05,overcast clouds
587,Talnakh,RU,69.4865,88.3972,1.2,95,100,27.18,light snow
588,Cabedelo,BR,-6.9811,-34.8339,77.67,84,39,8.7,scattered clouds
589,Bilma,NE,18.6853,12.9164,64.6,25,21,6.73,few clouds
590,Goderich,CA,43.7501,-81.7165,36.91,80,100,25.32,overcast clouds
591,Vila Franca Do Campo,PT,37.7167,-25.4333,59.2,74,21,1.39,few clouds
592,Yelizovo,RU,53.1873,158.3805,26.74,45,0,2.24,clear sky
593,Fukue,JP,32.6881,128.8419,66.56,52,75,10.36,broken clouds
594,Ramat Yishay,IL,32.7006,35.1797,60.21,83,0,3.38,clear sky
595,San Quintin,MX,30.4833,-115.95,60.26,46,92,4.85,overcast clouds
596,Tara,RU,56.8944,74.371,-4.52,97,7,3.62,clear sky
597,Oriximina,BR,-1.7656,-55.8661,78.48,60,56,2.62,broken clouds
598,Kalmunai,LK,7.4167,81.8167,79.21,73,100,13.09,overcast clouds
599,Broome,US,42.2506,-75.833,31.19,82,100,5.75,overcast clouds
600,Purificacion,CO,3.8587,-74.9313,74.39,87,100,1.57,overcast clouds
601,Oytal,KZ,42.9057,73.2697,38.32,78,100,3.15,overcast clouds
602,Odweyne,SO,9.4092,45.064,66.94,39,0,3.22,clear sky
603,Sampit,ID,-2.5333,112.95,77.14,92,100,3.11,overcast clouds
604,Fallon,US,39.4735,-118.7774,36.91,55,75,5.75,broken clouds
605,Sakaiminato,JP,35.55,133.2333,62.58,48,20,3.44,few clouds
606,Asau,RO,46.4333,26.4,33.28,90,96,3.06,overcast clouds
607,Nabire,ID,-3.3667,135.4833,85.19,68,100,5.32,overcast clouds
608,Zanjan,IR,36.6736,48.4787,35.29,87,20,4.61,few clouds
609,Nara,JP,34.6851,135.8049,63.91,35,0,3.6,clear sky
610,Mazagao,BR,-0.115,-51.2894,78.85,88,100,5.19,overcast clouds
611,Sakakah,SA,29.9697,40.2064,56.77,61,0,5.28,clear sky
612,Broken Hill,AU,-31.95,141.4333,75.76,22,75,10.56,broken clouds
613,Kota,IN,25.1833,75.8333,70.74,28,0,2.57,clear sky
614,Carutapera,BR,-1.195,-46.02,74.95,94,8,5.46,clear sky
615,Fayaoue,NC,-20.65,166.5333,80.24,73,46,4.25,scattered clouds
616,Khandyga,RU,62.6667,135.6,-9.6,84,99,2.44,overcast clouds
617,Kimbe,PG,-5.5502,150.1429,85.53,72,100,5.61,light rain
618,Kure,JP,34.2333,132.5667,65.14,53,0,5.44,clear sky
619,Zeya,RU,53.75,127.2667,22.48,75,23,2.19,few clouds
620,Senador Jose Porfirio,BR,-2.5908,-51.9542,78.67,71,70,4.14,broken clouds
621,Selty,RU,57.3132,52.1345,16.79,79,67,8.72,broken clouds
622,Kurilsk,RU,45.2333,147.8833,38.43,72,98,15.7,overcast clouds
623,Muros,ES,42.7762,-9.0603,47.14,96,80,8.1,broken clouds
624,San Vicente,AR,-26.6167,-54.1333,59.14,70,0,3.62,clear sky
625,Rawson,AR,-43.3002,-65.1023,64.18,75,97,5.91,overcast clouds
626,Stornoway,GB,58.2093,-6.3865,48.16,85,100,13.8,light rain
627,Thunder Bay,CA,48.4001,-89.3168,17.58,92,75,4.61,broken clouds
628,Moron,AR,-34.6534,-58.6198,74.97,63,72,12.57,broken clouds
629,Kenai,US,60.5544,-151.2583,32.14,77,0,9.22,clear sky
630,Saint-Augustin,CA,51.226,-58.6502,27.73,94,100,17.11,snow
631,Ustyuzhna,RU,58.8394,36.4321,16.86,81,29,10.31,scattered clouds
632,Soyo,AO,-6.1349,12.3689,75.74,76,69,1.83,broken clouds
633,West Wendover,US,40.7391,-114.0733,29.41,80,0,0.0,clear sky
634,Auki,SB,-8.7676,160.7034,81.36,83,98,5.3,overcast clouds
635,Ribeira Brava,PT,32.65,-17.0667,68.72,80,36,8.81,light rain
636,La Asuncion,VE,11.0333,-63.8628,78.53,94,70,11.5,light rain
637,Bumba,CD,2.1833,22.4667,70.07,91,99,3.27,overcast clouds
638,Hami,CN,42.8,93.45,40.26,55,64,2.33,broken clouds
639,Sur,OM,22.5667,59.5289,77.13,60,1,7.31,clear sky
640,Novyy Urgal,RU,51.0736,132.5642,22.75,68,86,0.58,overcast clouds
641,Usinsk,RU,65.9939,57.5281,26.22,96,100,18.81,light snow
642,Byron Bay,AU,-28.65,153.6167,73.94,54,18,8.16,few clouds
643,Castanos,MX,26.7833,-101.4167,49.35,50,0,0.92,clear sky
644,Evensk,RU,61.95,159.2333,10.06,96,100,11.86,snow
645,Manbij,SY,36.5281,37.9549,56.05,78,99,4.56,overcast clouds
646,Vokhtoga,RU,58.8147,41.0461,18.27,81,14,10.78,few clouds
647,Uyuni,BO,-20.4597,-66.825,47.25,70,0,11.34,clear sky
648,Rantepao,ID,-2.9701,119.8978,81.07,67,98,3.76,overcast clouds
649,Cap Malheureux,MU,-19.9842,57.6142,76.46,52,1,3.0,clear sky
650,Antalaha,MG,-14.9003,50.2788,76.06,81,94,0.94,light rain
651,Bowmore,US,34.9421,-79.3031,39.88,81,0,0.0,clear sky
652,Pingliang,CN,35.5392,106.6861,47.59,25,100,10.65,overcast clouds
653,Oldenburg,DE,53.1667,8.2,40.1,97,100,4.0,light rain
654,Santa Cruz,BO,-17.8,-63.1667,74.66,69,2,6.91,clear sky
655,Severodvinsk,RU,64.5635,39.8302,23.11,92,100,6.78,overcast clouds
656,Biltine,TD,14.5333,20.9167,67.55,28,1,8.79,clear sky
657,Oistins,BB,13.0667,-59.5333,80.69,78,40,17.27,scattered clouds
658,Leshan,CN,29.5623,103.7639,61.68,68,99,2.98,overcast clouds
659,Dali,CN,25.7,100.1833,62.04,30,0,1.57,clear sky
660,Changping,CN,40.2186,116.2197,51.44,38,100,4.23,overcast clouds
661,Uray,RU,60.1247,64.7758,3.02,84,10,9.53,clear sky
662,Meulaboh,ID,4.1363,96.1285,81.57,72,96,3.38,overcast clouds
663,Santa Rosa,PH,14.3122,121.1114,87.12,84,99,14.81,overcast clouds
664,Faya,SA,18.3851,42.4509,53.71,67,0,2.15,clear sky
665,Oussouye,SN,12.485,-16.5469,77.09,83,62,6.06,broken clouds
666,Cao Bang,VN,22.6667,106.25,74.68,89,100,2.71,overcast clouds
667,Frankfort,ZA,-27.2667,28.4833,63.36,49,18,2.82,few clouds
668,Puerto Carreno,CO,6.189,-67.4859,75.67,88,100,1.7,light rain
669,Santiago,CL,-33.4569,-70.6483,71.85,54,0,8.05,clear sky
670,Dzhebariki-Khaya,RU,62.2167,135.8,-10.95,85,94,1.54,overcast clouds
671,Safaga,EG,26.7292,33.9365,69.37,44,100,12.84,overcast clouds
672,Komsomolskiy,UZ,40.4272,71.7189,39.92,81,100,4.61,overcast clouds
673,Gat,IL,31.61,34.7642,59.4,66,0,3.4,clear sky
674,Taltal,CL,-25.4,-70.4833,62.87,89,54,2.51,broken clouds
675,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,62,75,9.22,light rain
676,Mollendo,PE,-17.0231,-72.0147,64.22,85,98,5.12,overcast clouds
677,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,76.8,64,15,4.21,few clouds
678,Aasiaat,GL,68.7098,-52.8699,13.3,96,100,5.01,overcast clouds
679,Kankan,GN,10.3854,-9.3057,68.83,34,100,2.75,overcast clouds
680,Abnub,EG,27.2696,31.1511,57.42,59,0,3.0,clear sky
681,Isangel,VU,-19.55,169.2667,87.91,66,75,4.61,broken clouds
